,Tweets,created_at,geo,coordinates,place,lang,entities
10,@SofiaYaseen ما النا حظ شكله. بكرا بفتحوا البلد للماخد المطعوم و احنى منقعد نبكي,2021-04-29 16:15:04,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SofiaYaseen', 'name': 'صوفيا', 'id': 368858961, 'id_str': '368858961', 'indices': [0, 12]}], 'urls': []}"
11,RT @AjloniSultan: المنهج الذي يفرض عليك غرامة الاف الدنانير بدل مواقف ثم لا يؤمن لك موقف ويخالفك عندما توقف سيارتك خارج الموقف الوهمي، هو ذ…,2021-04-29 15:55:55,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
12,اكتر شي مزعج فيس بوك اني بهاجم المطاعيم وبقول انه اللي باخد المطعوم اللي الشركات الصانعة تنصلت من المسؤوليه عنه . هو فأر تجارب,2021-04-29 15:46:35,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
13,RT @AjloniSultan: المنهج الذي يفرض عليك غرامة الاف الدنانير بدل مواقف ثم لا يؤمن لك موقف ويخالفك عندما توقف سيارتك خارج الموقف الوهمي، هو ذ…,2021-04-29 12:12:33,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
14,@N_B_A_P معك انا، بس لما تشوف حكي الناس كيف ابدا مش متقبلة المطعوم ولو كان متوفر وبس,2021-04-29 11:44:40,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'N_B_A_P', 'name': 'نديمٌ', 'id': 3077928810, 'id_str': '3077928810', 'indices': [0, 8]}], 'urls': []}"
15,الصحة الفلسطينية: سنتسلم كمية كبيرة من المطعوم الروسي https://t.co/7Y1S3hDxEb,2021-04-29 11:30:32,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7Y1S3hDxEb', 'expanded_url': 'http://factjo.com/news.aspx?Id=122221#.YIqYuUkY28M.twitter', 'display_url': 'factjo.com/news.aspx?Id=1…', 'indices': [54, 77]}]}"
16,اخذت الجرعة الثانية من المطعوم الساعة ١٠ الصبح اليوم ..وحاسة اني مريضة معقولة أتخيل ولا  الآثار الجانبية تطلع بهالسرعة؟,2021-04-29 10:44:06,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
17,"السلام عليكم ورحمة الله وبركاته
الله يعطيك الصحة والعافية معاليك أود أن اسأل هل تنصح بأخذ المطعوم و هذه أمانة عندك @kharabsheh_saad",2021-04-29 07:55:42,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kharabsheh_saad', 'name': 'Dr. Saad Kharabsheh', 'id': 916047827096293376, 'id_str': '916047827096293376', 'indices': [115, 131]}], 'urls': []}"
18,RT @AjloniSultan: المنهج الذي يفرض عليك غرامة الاف الدنانير بدل مواقف ثم لا يؤمن لك موقف ويخالفك عندما توقف سيارتك خارج الموقف الوهمي، هو ذ…,2021-04-29 07:24:39,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
19,التعب شكله من المطعوم,2021-04-29 07:02:58,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
20,RT @AjloniSultan: سيتم حرمان من لا يتلقى المطعوم من حقه في الحصول على الخدمات العامة والخاصة.. ماشي بس هل تستطيع الدولة تطعيم كافة أفراد ال…,2021-04-29 06:55:29,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
21,RT @AjloniSultan: المنهج الذي يفرض عليك غرامة الاف الدنانير بدل مواقف ثم لا يؤمن لك موقف ويخالفك عندما توقف سيارتك خارج الموقف الوهمي، هو ذ…,2021-04-29 06:54:09,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
22,RT @hudasawalha: حاربتوا الشعب بمصدر رزقه مقابل المطعوم ممكن نتقبّلها ،، بس إنه ما يكون في خطة معتمدة لإنجاح عملية إعطاء اللقاحات لملايين م…,2021-04-29 06:50:25,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'hudasawalha', 'name': 'Huda Sawalha', 'id': 1219679524922777602, 'id_str': '1219679524922777602', 'indices': [3, 15]}], 'urls': []}"
23,"#خاطرة … ع الريق 
ان صحّت الارقام، ولتاريخه، هناك اكثر من (200) الف مواطن مسجّل على المنصّة، تخلفوا عن تلقي المطعوم… https://t.co/2ehO0Dh5WE",2021-04-29 06:29:11,,,,ar,"{'hashtags': [{'text': 'خاطرة', 'indices': [0, 6]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2ehO0Dh5WE', 'expanded_url': 'https://twitter.com/i/web/status/1387655183635783680', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
24,أنا ايدي يتوجعني كل ما أتذكر إني رح اوخد المطعوم 😩💔.,2021-04-29 06:21:25,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
25,RT @AjloniSultan: سيتم حرمان من لا يتلقى المطعوم من حقه في الحصول على الخدمات العامة والخاصة.. ماشي بس هل تستطيع الدولة تطعيم كافة أفراد ال…,2021-04-29 05:36:42,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
26,RT @PrimeMinistry: هوّاري: لا أنصح أيّ شخص بالسفر إلا بعد تلقّي جرعتيّ المطعوم، ومرور أسبوعين على تلقّي الجرعة الأخيرة.,2021-04-29 05:06:30,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PrimeMinistry', 'name': 'Prime Ministry of Jordan', 'id': 187142863, 'id_str': '187142863', 'indices': [3, 17]}], 'urls': []}"
27,RT @AjloniSultan: المنهج الذي يفرض عليك غرامة الاف الدنانير بدل مواقف ثم لا يؤمن لك موقف ويخالفك عندما توقف سيارتك خارج الموقف الوهمي، هو ذ…,2021-04-29 04:55:13,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
28,RT @AjloniSultan: سيتم حرمان من لا يتلقى المطعوم من حقه في الحصول على الخدمات العامة والخاصة.. ماشي بس هل تستطيع الدولة تطعيم كافة أفراد ال…,2021-04-29 04:52:37,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
29,RT @AjloniSultan: المنهج الذي يفرض عليك غرامة الاف الدنانير بدل مواقف ثم لا يؤمن لك موقف ويخالفك عندما توقف سيارتك خارج الموقف الوهمي، هو ذ…,2021-04-29 04:15:55,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
30,يعني الصراحة اللي بتحكيه الحكومة انه رح تفتح كلشي بشهر ٧ بس على امل انه يكون نسبة كبيرة اللي اخدت المطعوم بس بنفس ا… https://t.co/ReIwGn5cwO,2021-04-29 03:08:55,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ReIwGn5cwO', 'expanded_url': 'https://twitter.com/i/web/status/1387604782395838469', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
31,RT @AjloniSultan: المنهج الذي يفرض عليك غرامة الاف الدنانير بدل مواقف ثم لا يؤمن لك موقف ويخالفك عندما توقف سيارتك خارج الموقف الوهمي، هو ذ…,2021-04-29 02:26:59,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
32,RT @AjloniSultan: المنهج الذي يفرض عليك غرامة الاف الدنانير بدل مواقف ثم لا يؤمن لك موقف ويخالفك عندما توقف سيارتك خارج الموقف الوهمي، هو ذ…,2021-04-29 01:17:51,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
33,RT @AjloniSultan: سيتم حرمان من لا يتلقى المطعوم من حقه في الحصول على الخدمات العامة والخاصة.. ماشي بس هل تستطيع الدولة تطعيم كافة أفراد ال…,2021-04-29 00:48:58,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
34,اما بالنسبه للي زعلانين انه المطعوم حيصير تقريبا إجباري للموظفين فخلوني ساكته 🙂مش هلا وقت الديمقراطية يلي بعمرنا ما… https://t.co/AJd4x2qPOa,2021-04-29 00:20:03,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AJd4x2qPOa', 'expanded_url': 'https://twitter.com/i/web/status/1387562287515439106', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
35,RT @AjloniSultan: سيتم حرمان من لا يتلقى المطعوم من حقه في الحصول على الخدمات العامة والخاصة.. ماشي بس هل تستطيع الدولة تطعيم كافة أفراد ال…,2021-04-29 00:18:22,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
36,"@KhasawnehBader انا كنت مع الحظر بس لمتى يعني الحاله هاي ؟!
الناس صارت تنصاب مره ومرتين وثلاث ..
اكيد في قلة وعي من… https://t.co/WAMQENYv2d",2021-04-28 23:51:33,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KhasawnehBader', 'name': 'Bader 🤩', 'id': 2153194875, 'id_str': '2153194875', 'indices': [0, 15]}], 'urls': [{'url': 'https://t.co/WAMQENYv2d', 'expanded_url': 'https://twitter.com/i/web/status/1387555115985522695', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
37,RT @PrimeMinistry: هوّاري: لا أنصح أيّ شخص بالسفر إلا بعد تلقّي جرعتيّ المطعوم، ومرور أسبوعين على تلقّي الجرعة الأخيرة.,2021-04-28 23:26:20,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PrimeMinistry', 'name': 'Prime Ministry of Jordan', 'id': 187142863, 'id_str': '187142863', 'indices': [3, 17]}], 'urls': []}"
38,"@JordanianTulip كل كلامك صحيح
بس اذا المطعوم ضار خلص بكون
موت جماعي وبنخلص شهداء
المطعوم 😁😁😁",2021-04-28 23:25:07,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JordanianTulip', 'name': '❤LaNa❤', 'id': 3277804028, 'id_str': '3277804028', 'indices': [0, 15]}], 'urls': []}"
39,RT @AjloniSultan: سيتم حرمان من لا يتلقى المطعوم من حقه في الحصول على الخدمات العامة والخاصة.. ماشي بس هل تستطيع الدولة تطعيم كافة أفراد ال…,2021-04-28 23:21:09,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
40,RT @sharayrii: لو يلبسوني ذهب من فوق لتحت ما راح اخذ المطعوم,2021-04-28 23:10:43,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sharayrii', 'name': 'S H A R A Y R I.', 'id': 1015442640240771073, 'id_str': '1015442640240771073', 'indices': [3, 13]}], 'urls': []}"
41,"@mesho84 @drshadialdaoud وحاليًا جميعنا بننتظر لشهر7 حتى يكون مضى على تعافينا 3أشهر ونقدر نوخد جرعة المطعوم الأولى,… https://t.co/Qpse6Mpm8X",2021-04-28 23:03:33,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mesho84', 'name': 'مشيرة الزيود', 'id': 45519980, 'id_str': '45519980', 'indices': [0, 8]}, {'screen_name': 'drshadialdaoud', 'name': 'S h a d i 🇯🇴', 'id': 812345663262494720, 'id_str': '812345663262494720', 'indices': [9, 24]}], 'urls': [{'url': 'https://t.co/Qpse6Mpm8X', 'expanded_url': 'https://twitter.com/i/web/status/1387543035899154433', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
42,كان عندي نظرة بالدكتور سعد وعنجد ما خابت نظرِتي ، كان اجدر شخص باستلامه منصبه بس للاسف ، كلامه دائماً ١٠٠٪ ، وعشان… https://t.co/sNeNh5dUZd,2021-04-28 23:03:13,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/sNeNh5dUZd', 'expanded_url': 'https://twitter.com/i/web/status/1387542953015586823', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
43,"@MaenHouseh السلام عليكم حكيم،

لماذا يحتاج من اصيب بكورونا لتلقي المطعوم اذا كان الهدف الذي يتحقق من خلال المطعوم… https://t.co/nQGi1SLGxw",2021-04-28 22:40:03,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MaenHouseh', 'name': 'Dr. Maen K Househ | د. معن ابو حوسه', 'id': 1174801265844523008, 'id_str': '1174801265844523008', 'indices': [0, 11]}], 'urls': [{'url': 'https://t.co/nQGi1SLGxw', 'expanded_url': 'https://twitter.com/i/web/status/1387537120756211717', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
44,"تخيلو المطعوم عباره عن شريحه تجسس 
اقسم بالله ليسحبوها مني من كتر الانفصام الي بحياتي 🤣🤣",2021-04-28 22:11:55,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
45,@tamimii95 اه هاد حكي نظري بحت .. الفعلي انه هاي المواعيد بتمثل الطاقة الاستيعابية للمركز نفسه ، يعني ما بصير احكي… https://t.co/q9yPEDhGmN,2021-04-28 21:11:26,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'tamimii95', 'name': 'Ali Tamimi', 'id': 2247823119, 'id_str': '2247823119', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/q9yPEDhGmN', 'expanded_url': 'https://twitter.com/i/web/status/1387514821789290497', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
46,"@nabilzghari @jordcitizen @AlMamlakaTV احسنت هذا ما اقصده حرفيا 
الاختلاف مطلوب و صحي و موجود في كل الازمنة مثلما ك… https://t.co/bmXKsNyLbf",2021-04-28 20:05:43,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nabilzghari', 'name': 'nabil zghari \u2066🇵🇸\u2069 \u2066🇯🇴\u2069\u2066🇰🇼\u2069', 'id': 2607813583, 'id_str': '2607813583', 'indices': [0, 12]}, {'screen_name': 'jordcitizen', 'name': 'H.Mughrabi', 'id': 180526287, 'id_str': '180526287', 'indices': [13, 25]}, {'screen_name': 'AlMamlakaTV', 'name': 'قناة المملكة', 'id': 816213211150188544, 'id_str': '816213211150188544', 'indices': [26, 38]}], 'urls': [{'url': 'https://t.co/bmXKsNyLbf', 'expanded_url': 'https://twitter.com/i/web/status/1387498281329176578', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
47,RT @AjloniSultan: المنهج الذي يفرض عليك غرامة الاف الدنانير بدل مواقف ثم لا يؤمن لك موقف ويخالفك عندما توقف سيارتك خارج الموقف الوهمي، هو ذ…,2021-04-28 19:56:19,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
48,يخي انا سجلت للمطعوم من اول ما فتح الاشي اللي ما إله داعي تاع التسجيل. بس المطعوم الوحيد اللي أخذته لهسا هو من كابت… https://t.co/CfYjNUvkL7,2021-04-28 19:43:18,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/CfYjNUvkL7', 'expanded_url': 'https://twitter.com/i/web/status/1387492639679913984', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
49,RT @Dooniix3: اللي كان مصاب مش لازم بعد ٦ شهور لياخد اللقاح ؟ طيب كموظف بالقطاع الخاص حيكون غصبن عنه كل اسبوع يفحص للكورونا ؟ طيب و كموظف ب…,2021-04-28 19:37:58,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Dooniix3', 'name': 'Dana', 'id': 599560676, 'id_str': '599560676', 'indices': [3, 12]}], 'urls': []}"
50,"انا ضد هاي البوستات والتويتات 
لانه رح تدمر نفسية الناس اللي اخدوا المطاعيم ويمكن ينتكسوا بدون سبب 
المطعوم اللي في… https://t.co/bv5wbhywsB",2021-04-28 19:31:54,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/bv5wbhywsB', 'expanded_url': 'https://twitter.com/i/web/status/1387489771493154817', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
51,"@sosoflwoer1234 انا ضد هاي البوستات والتويتات 
لانه رح تدمر نفسية الناس اللي اخدوا المطاعيم ويمكن ينتكسوا بدون سبب… https://t.co/tnx9XkJHhc",2021-04-28 19:31:25,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sosoflwoer1234', 'name': 'تاج 👑 ملكة القلوب 💚', 'id': 1138703437284163586, 'id_str': '1138703437284163586', 'indices': [0, 15]}], 'urls': [{'url': 'https://t.co/tnx9XkJHhc', 'expanded_url': 'https://twitter.com/i/web/status/1387489648302333958', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
52,RT @AjloniSultan: سيتم حرمان من لا يتلقى المطعوم من حقه في الحصول على الخدمات العامة والخاصة.. ماشي بس هل تستطيع الدولة تطعيم كافة أفراد ال…,2021-04-28 19:24:22,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AjloniSultan', 'name': 'سلطان العجلوني #الفساد_احتلال', 'id': 421310429, 'id_str': '421310429', 'indices': [3, 16]}], 'urls': []}"
53,@memo_113f وابن عمي اخد المطعوم الحرعتين وبرضه انصاب وقعد بالعناية الحثيثة اسبوعين,2021-04-28 19:18:46,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'memo_113f', 'name': 'الذاهبه 1 🇯🇴🇯🇴', 'id': 2360535341, 'id_str': '2360535341', 'indices': [0, 10]}], 'urls': []}"
54,دراسة حديثة نشرها ال CDC اليوم: كبار السن (فوق ال ٦٥ سنة) الحاصلين على جرعتي المطعوم من فايزر او موديرنا محصنين بنس… https://t.co/cUxCBx8L3L,2021-04-28 19:12:21,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cUxCBx8L3L', 'expanded_url': 'https://twitter.com/i/web/status/1387484851163500559', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
55,@mohgovjo اود التقدم بشكوى ضد مركز صحي الفحيص اللذين لم يلتزموا باعطاء المطعوم حسب مواعيد المنصه ، الرحاء مراجعه ال… https://t.co/ddgIqcQMna,2021-04-28 19:08:33,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mohgovjo', 'name': 'وزارة الصحة الأردنية', 'id': 745581936421257216, 'id_str': '745581936421257216', 'indices': [0, 9]}], 'urls': [{'url': 'https://t.co/ddgIqcQMna', 'expanded_url': 'https://twitter.com/i/web/status/1387483894375755788', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
56,RT @PrimeMinistry: هوّاري: لا أنصح أيّ شخص بالسفر إلا بعد تلقّي جرعتيّ المطعوم، ومرور أسبوعين على تلقّي الجرعة الأخيرة.,2021-04-28 19:05:57,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PrimeMinistry', 'name': 'Prime Ministry of Jordan', 'id': 187142863, 'id_str': '187142863', 'indices': [3, 17]}], 'urls': []}"
